accession	species	domain	phylum	class	order	family	genus	taxonomy	methanotrophy.value	methanogenesis.value	methanogenesis_by_disproportionation_of_methyl_groups.value	acetoclastic_methanogenesis.value	methanogenesis_using_formate.value	methanogenesis_by_CO2_reduction_with_H2.value	methanogenesis_by_reduction_of_methyl_compounds_with_H2.value	hydrogenotrophic_methanogenesis.value	methanol_oxidation.value	methylotrophy.value	aerobic_ammonia_oxidation.value	aerobic_nitrite_oxidation.value	nitrification.value	sulfate_respiration.value	sulfur_respiration.value	dark_sulfite_oxidation.value	sulfite_respiration.value	thiosulfate_respiration.value	respiration_of_sulfur_compounds.value	arsenate_detoxification.value	arsenate_respiration.value	dissimilatory_arsenate_reduction.value	arsenite_oxidation_detoxification.value	arsenite_oxidation_energy_yielding.value	dissimilatory_arsenite_oxidation.value	anammox.value	nitrate_denitrification.value	nitrite_denitrification.value	nitrous_oxide_denitrification.value	chitinolysis.value	knallgas_bacteria.value	dark_hydrogen_oxidation.value	nitrogen_fixation.value	nitrate_ammonification.value	nitrite_ammonification.value	nitrite_respiration.value	gelatin_degradation.value	cellulolysis.value	xylanolysis.value	dark_sulfide_oxidation.value	dark_sulfur_oxidation.value	dark_thiosulfate_oxidation.value	dark_oxidation_of_sulfur_compounds.value	manganese_oxidation.value	manganese_respiration.value	ligninolysis.value	fermentation.value	lactic_acid_fermentation.value	alcohol_fermentation.value	aerobic_chemoheterotrophy.value	invertebrate_parasites.value	human_pathogens_septicemia.value	human_pathogens_pneumonia.value	human_pathogens_nosocomia.value	human_pathogens_meningitis.value	human_pathogens_gastroenteritis.value	human_pathogens_diarrhea.value	human_pathogens_all.value	fish_parasites.value	human_gut.value	human_associated.value	mammal_gut.value	animal_parasites_or_symbionts.value	plant_pathogen.value	oil_bioremediation.value	aromatic_hydrocarbon_degradation.value	aromatic_compound_degradation.value	aliphatic_non_methane_hydrocarbon_degradation.value	hydrocarbon_degradation.value	dark_iron_oxidation.value	iron_oxidation.value	iron_respiration.value	nitrate_respiration.value	nitrate_reduction.value	nitrogen_respiration.value	fumarate_respiration.value	intracellular_parasites.value	chlorate_reducers.value	predatory_or_exoparasitic.value	anoxygenic_photoautotrophy_H2_oxidizing.value	anoxygenic_photoautotrophy_S_oxidizing.value	anoxygenic_photoautotrophy_Fe_oxidizing.value	anoxygenic_photoautotrophy.value	oxygenic_photoautotrophy.value	photoautotrophy.value	aerobic_anoxygenic_phototrophy.value	photoheterotrophy.value	phototrophy.value	plastic_degradation.value	ureolysis.value	reductive_acetogenesis.value	acetate_oxidation.value	lactate_oxidation.value	chemoheterotrophy.value	alginate_degradation.value	pectin_degradation.value	collagen_degradation.value	anaerobic_chemoheterotrophy.value	obligate_anaerobes.value	facultative_anaerobes.value	sulfur_reduction.value
AY726757.1.1510	Desulfovibrio_gigas	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Megalodesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Megalodesulfovibrio;Desulfovibrio gigas	U	A	A	A	A	A	A	A	U	U	A	A	A	P	P	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	P	P	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	A	P	P	U	U	U	P	P	A	P
U48243.1.1547	Desulfovibrio_halophilus	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio;Desulfovibrio halophilus	U	A	A	A	A	A	A	A	U	U	A	A	A	P	U	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	U	P	P	U	U	U	P	P	A	U
Y09504.1.1549	Desulfovibrio_indonesiensis	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oceanidesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Oceanidesulfovibrio;Desulfovibrio indonesiensis	U	A	A	A	A	A	A	A	U	U	A	A	A	P	A	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	A	P	P	U	U	U	P	P	A	P
AF177276.1.1484	Desulfovibrio_inopinatus	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio inopinatus	U	A	A	A	A	A	A	A	U	U	A	A	A	P	U	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	U	P	P	U	U	U	P	P	A	P
Y12254.1.1509	Desulfovibrio_intestinalis	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio intestinalis	U	A	A	A	A	A	A	A	U	U	A	A	A	P	U	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	U
X99504.1.1503	Desulfovibrio_litoralis	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio litoralis	U	A	A	A	A	A	A	A	U	U	U	U	U	P	P	P	U	P	P	U	U	U	U	U	U	U	A	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	P
Z24450.31.1569	Desulfovibrio_longreachensis	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio longreachensis	U	A	A	A	A	A	A	A	U	U	A	A	A	P	U	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	U
AY359867.1.1416	Desulfovibrio_longus	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Paucidesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Paucidesulfovibrio;Desulfovibrio longus	U	A	A	A	A	A	A	A	U	U	A	A	A	P	P	U	P	P	P	U	U	U	U	U	U	U	A	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	A	P	P	U	U	U	P	P	A	P
D43944.1.1540	Desulfovibrio_magneticus	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Solidesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Solidesulfovibrio;Desulfovibrio magneticus	U	A	A	A	A	A	A	A	U	U	A	A	A	P	U	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	U
EF514217.1.1507	Desulfovibrio_marrakechensis	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Solidesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Solidesulfovibrio;Desulfovibrio marrakechensis	U	A	A	A	A	A	A	A	U	U	A	A	A	P	P	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	P
AF227984.1.1500	Desulfovibrio_mexicanus	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Humidesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Humidesulfovibrio;Desulfovibrio mexicanus	U	A	A	A	A	A	A	A	U	U	A	A	A	P	P	U	P	P	P	U	U	U	U	U	U	U	A	A	U	U	A	P	U	U	U	A	U	U	U	U	U	P	P	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	A	P	P	U	U	U	P	P	A	P
DQ122124.1.1513	Desulfovibrio_oxamicus	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Cupidesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Cupidesulfovibrio;Desulfovibrio oxamicus	U	A	A	A	A	A	A	A	A	U	A	A	A	P	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	A	P	P	U	U	U	P	P	A	P
U33316.1.1494	Desulfovibrio_oxyclinae	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio;Desulfovibrio oxyclinae	U	A	A	A	A	A	A	A	U	U	A	A	A	P	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	P	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	U
LT630450.715201.716751	Desulfovibrio_piger	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio piger	U	A	A	A	A	A	A	A	U	U	A	A	A	P	A	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	U
AM418397.1.1488	Desulfovibrio_psychrotolerans	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio psychrotolerans	U	A	A	A	A	A	A	A	U	U	A	A	A	P	A	U	A	A	P	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	A	U	A	U	U	U	A	U	A	P	P	U	U	U	P	P	A	P
KP682308.1.1423	Desulfovibrio_salexigens	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Maridesulfovibrio;Desulfovibrio salexigens	U	A	A	A	A	A	A	A	U	U	A	A	A	P	A	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	A	P	P	U	U	U	P	P	A	P
AF050100.1.1541	Desulfovibrio_senezii	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio senezii	U	A	A	A	A	A	A	A	U	U	A	A	A	P	A	U	P	P	P	U	U	U	U	U	U	U	A	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	A
FR733678.1.1539	Desulfovibrio_simplex	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio simplex	U	A	A	A	A	A	A	A	U	U	A	A	A	P	U	U	A	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	A	P	P	U	U	U	P	P	A	P
Y17764.1.1479	Desulfovibrio_sulfodismutans	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfolutivibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfolutivibrio;Desulfovibrio sulfodismutans	U	A	A	A	A	A	A	A	U	U	A	A	A	P	U	P	U	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	P	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	U
X87409.1.1506	Desulfovibrio_termitidis	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Cupidesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Cupidesulfovibrio;Desulfovibrio termitidis	U	A	A	A	A	A	A	A	U	U	A	A	A	P	P	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	P
X93994.1.1503	Desulfovibrio_vietnamensis	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oleidesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Oleidesulfovibrio;Desulfovibrio vietnamensis	U	A	A	A	A	A	A	A	U	U	A	A	A	P	U	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	P	A	P	P	U	U	U	P	P	A	U
AB294142.1.1390	Desulfovibrio_vulgaris	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio vulgaris	U	A	A	A	A	A	A	A	U	U	A	A	A	P	A	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	P	U	P	P	P	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	A	U	A	U	U	P	U	U	A	P	P	U	U	U	P	P	A	A
Y18049.1.1477	Desulfovibrio_zosterae	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Maridesulfovibrio;Desulfovibrio zosterae	U	A	A	A	A	A	A	A	U	U	A	A	A	P	P	U	P	P	P	U	U	U	U	U	U	U	A	U	U	U	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	P	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	A	P	P	U	U	U	P	P	A	P
X72768.1.1563	Desulfurella_acetivorans	Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Desulfurellaceae	Desulfurella	Bacteria;Campylobacterota;Desulfurellia;Desulfurellales;Desulfurellaceae;Desulfurella;Desulfurella acetivorans	U	A	A	A	A	A	A	A	U	U	A	A	A	A	P	A	A	A	P	A	A	A	A	U	U	U	A	A	U	U	A	U	U	U	U	A	U	U	U	U	U	U	U	U	A	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	A	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	P	A	P	U	U	U	U	P	A	P
LN624414.1.1528	Desulfurella_amilsii	Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Desulfurellaceae	Desulfurella	Bacteria;Campylobacterota;Desulfurellia;Desulfurellales;Desulfurellaceae;Desulfurella;Desulfurella amilsii	U	A	A	A	A	A	A	A	U	U	A	A	A	A	P	A	A	P	P	A	A	A	A	U	U	U	A	U	U	U	A	P	U	U	U	U	P	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	A	U	P	P	P	U	U	U	U	P	A	P
Y16941.1.1526	Desulfurella_kamchatkensis	Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Desulfurellaceae	Desulfurella	Bacteria;Campylobacterota;Desulfurellia;Desulfurellales;Desulfurellaceae;Desulfurella;Desulfurella kamchatkensis	U	A	A	A	A	A	A	A	U	U	A	A	A	A	P	A	A	A	P	A	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	P	P	P	U	U	U	U	P	A	P
Y16943.1.1526	Desulfurella_multipotens	Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Desulfurellaceae	Desulfurella	Bacteria;Campylobacterota;Desulfurellia;Desulfurellales;Desulfurellaceae;Desulfurella;Desulfurella multipotens	U	A	A	A	A	A	A	A	U	U	A	A	A	A	P	A	A	A	P	A	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	U	A	U	U	U	U	U	P	A	P
Y16942.1.1526	Desulfurella_propionica	Bacteria	Campylobacterota	Desulfurellia	Desulfurellales	Desulfurellaceae	Desulfurella	Bacteria;Campylobacterota;Desulfurellia;Desulfurellales;Desulfurellaceae;Desulfurella;Desulfurella propionica	U	A	A	A	A	A	A	A	U	U	A	A	A	A	P	A	A	P	P	A	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	P	P	P	U	U	U	U	P	A	P
HM046584.1.1495	Desulfuribacillus_alkaliarsenatis	Bacteria	Bacillota	Bacilli	Desulfuribacillales	Desulfuribacillaceae	Desulfuribacillus	Bacteria;Bacillota;Bacilli;Desulfuribacillales;Desulfuribacillaceae;Desulfuribacillus;Desulfuribacillus alkaliarsenatis	U	A	A	A	A	A	A	A	U	U	A	A	A	U	P	U	U	P	P	U	P	P	U	U	U	U	U	U	U	U	A	P	U	U	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	U	P	P	U	U	U	P	P	A	P
GQ922843.1.1470	Desulfurispira_natronophila	Bacteria	Chrysiogenota	Chrysiogenia	Chrysiogenales	Chrysiogenaceae	Desulfurispira	Bacteria;Chrysiogenota;Chrysiogenia;Chrysiogenales;Chrysiogenaceae;Desulfurispira;Desulfurispira natronophila	U	A	A	A	A	A	A	A	U	U	A	A	A	U	P	U	U	U	P	U	P	P	U	U	U	U	A	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	U	A	U	U	U	A	A	A	A	A	A	U	U	U	U	U	U	P	P	P	U	U	U	P	P	A	P
DQ666683.1.1446	Desulfurispirillum_alkaliphilum	Bacteria	Chrysiogenota	Chrysiogenia	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum	Bacteria;Chrysiogenota;Chrysiogenia;Chrysiogenales;Chrysiogenaceae;Desulfurispirillum;Desulfurispirillum alkaliphilum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	P
AY268939.1.1499	Desulfurobacterium_atlanticum	Bacteria	Aquificota	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Bacteria;Aquificota;Desulfurobacteriia;Desulfurobacteriales;Desulfurobacteriaceae;Desulfurobacterium;Desulfurobacterium atlanticum	U	A	A	A	A	A	A	A	A	A	A	A	A	A	A	U	A	P	P	U	U	U	U	U	U	U	U	A	U	U	A	P	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	A	A	A	U	U	U	A	P	A	P
AJ507320.1.1514	Desulfurobacterium_crinifex	Bacteria	Aquificota	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Bacteria;Aquificota;Desulfurobacteriia;Desulfurobacteriales;Desulfurobacteriaceae;Desulfurobacterium;Desulfurobacterium crinifex	U	A	A	A	A	A	A	A	A	A	U	U	U	A	P	U	A	A	P	U	U	U	U	U	U	U	U	A	U	U	U	P	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	A	A	A	U	U	U	A	U	U	P
AY268936.1.1506	Desulfurobacterium_pacificum	Bacteria	Aquificota	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Bacteria;Aquificota;Desulfurobacteriia;Desulfurobacteriales;Desulfurobacteriaceae;Desulfurobacterium;Desulfurobacterium pacificum	U	A	A	A	A	A	A	A	A	A	A	A	A	A	P	U	A	P	P	U	U	U	U	U	U	U	U	A	U	U	A	P	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	A	A	A	U	U	U	A	P	A	P
AJ001049.1.1446	Desulfurobacterium_thermolithotrophum	Bacteria	Aquificota	Desulfurobacteriia	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Bacteria;Aquificota;Desulfurobacteriia;Desulfurobacteriales;Desulfurobacteriaceae;Desulfurobacterium;Desulfurobacterium thermolithotrophum	U	A	A	A	A	A	A	A	A	A	A	A	A	A	P	U	P	P	P	U	U	U	U	U	U	U	A	A	U	U	A	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	A	A	A	U	U	U	A	P	A	P
